Puzzle	Elapsed Minutes	Estimated Minutes	Difficulty	Improper
..9.6.3.1..49.27...6..........8.6............8..4.5....1.....5...62.39..9.3.1.8.7	11.87	10.05	1	1
..43.9....986...4......4.982.3....54....5....45....7.613.5......7...391....1.78..	3.91	3.52	0	0
3..8.4.19.......6....6..34.95.....38.....81..4...5......3.2....8.29.....1..5.....	12.60	7.84	0	0
.9....1.....3....27..8...6.....3.49...75.43....5.9.....6..2...74....58....1....5.	13.97	10.92	1	0
....85.1..7.....3......2.....1....7958.4..3...3......22.4...........9....19.6.4.8	5.33	4.63	0	1
..7986....92..7....8......5.21...4..7.6..43.9..4...15.4......2.......54....5.1...	3.90	3.04	0	0
..5...2.7.37.5..8..9.3.2......2.1..9.........4..9....6.8.5.6.4.....3....1.....6.5	9.99	4.81	0	0
....1467..........9..36..2.2.6..79...7.........16....8.1..83..7..........8397.1..	36.84	43.78	1	0
......4619...8.....6.2........6.2.3........9..41..3........4.16....57..253......7	6.15	4.42	0	1
..2...9.1...4....5.1.5.7......12....4....5...69.3..5........6.8....3..2.3...89...	4.17	4.46	0	0
....1794.............3.6.....3.2...5...7....29.8....644.......98...51...1..2.95.8	5.05	4.67	0	0
....4......1...6..3..2.85..69.5.1.2.........61......832.4..9..7..9...8......5....	8.02	5.70	0	0
...9...8...486.7...9...73..31....6.........9...6.....5.5.2....17...9...6.....357.	6.87	5.01	0	0
....3.47.15.8...9.7..4...........36.5.8.....2.16..........95..8.8......9.23.4....	4.68	3.83	0	0
7....8.4.........335.....1.....5..6..729......1..3....4...9...5...4......251...37	4.37	6.74	0	0
....54.......6..4..1..3..59...57.6.1.97...2...3.1......4...98..7.8.....2.........	5.21	5.34	0	0
...7.3..1.6.......1...2.....5..3.2.7...9.61..6.1.5..3...3.6...8.......4.8..5.4..9	10.85	7.10	1	0
.7..5.......1......4....859....7.4...8.6.1.2.3.7.8....156....7......2.......9..4.	8.62	4.84	0	0
6.4...3.8...9..6.2...2.3...7.......6.9.....4....5.2....1...8.7.5...7...9..3...4..	10.22	7.50	1	0
.9.86..54..2.54...3.....6..5....89.7....2....6.34....1..1.....5...59.1..25..41.9.	14.65	6.67	1	0
.8.....93.....7.6......31.7...9..85.5.........29..1.....38......9.2.....47.....36	5.66	5.07	0	0
...3....1.2..1.68..8.....3.64.12...5....9....5...43.2..7........68.3..4.9....7...	15.02	9.85	0	0
72......6..39..4....813....1..8......9.....1......9..7....7......1..378.5......63	11.32	6.90	1	0
....1..98..5...27..8..2...1....6....9.45....2......346.9...7..541...6...5.2.419..	4.01	3.27	0	0
.3....45......9.31...2.5.....1.27......9....3.596.....5....4...6.........4..8.16.	20.48	11.96	1	0
..75.4..2..47.....82...1.6.78...........7.61.1.36.....4...8.5....8.5...63......4.	10.15	6.44	1	0
..14....9......7...3......2....8..73.6.1...9.17..5...........3...5.2.4..7....36.8	9.83	7.57	0	0
.6.....9..12.5.64.3.......7.........4.1.9...8...8.2..9..6..89...8.3.7.2.1.3.....5	12.19	6.60	1	0
...1.59......8...13....2....7.2...3..5.....7..9...4.6....9....79...3...6..47.8...	10.13	7.77	1	0
...7..6..1......49.471........32....2.......5.6..87........695.3.......6..9..4.2.	20.00	11.78	1	0
..7...8..2...8...65.......3.625.794....1.9....194.863.3.......96...9...8..4...5..	6.10	4.99	0	0
...8.......23..86...1.5..9.....8.9..54...26...3.....5.2......4.....3.....8..9...7	8.55	6.99	1	0
...3..7...18..5...6.2..1....61...9.85.......73.....61...38..5.9...2..84...9..3..2	4.38	4.54	0	1
..4.9.......6....12....478..4..5..6.8..3.2.....3.7......5...1.7..91......3....5..	25.21	12.35	1	0
56...8...3...62...1....5.......1..2..917...8...8.....3......6...4.2....7.564....9	5.59	3.79	0	0
..4...8...5.2.3.6.3.......7..1......4.71.23.5.9.....7.7.5..4..69...1...2.4.....8.	14.30	5.08	1	0
.8....4..7..1.45......6...8.43..8.....89.2....2.45.8..93...5...........2..2..9.7.	6.76	5.45	1	0
16.8...975....7..4..71..2...3....5.9.........8.9....2...2..56..7..4....265...8.73	6.59	4.50	0	0
...9.7..8....6.....368.279..23...6.............8...45..196.852.....1.........5..4	16.60	11.26	1	0
......613...56...7..2..8..9..3.4....9..8..........7..4..1....2....47...178.62.4..	7.12	5.48	0	0
.1.6...7..3284.9.........2.4.91.......52.3..4.....5....6....3.71...7.........85..	5.11	3.29	0	0
.1.34..9.7.51.................8.317...........58..963............76..8.2...497.6.	7.23	5.94	0	0
....79..4.3.....28......73...9....5..87.9....21.....6..95..7.......26......51....	5.48	4.05	0	0
...1.4.....8...3.7.5.....8....2.8....635.1....1.....2...5.7.6.....6.5....47...29.	6.27	4.94	0	0
.49.8.....6...........1.7....5..7.6.7...5693.9...............58...3...72.1.8.....	7.86	5.42	0	0
...8..4.9....73....52.1..6..4....7.5..634..1..1....6....81...5...4......7...3....	4.28	4.87	0	0
.12...3...5.....8.6..7.3....91.5.....8.4.6.5.....9.83....9.1....3....74...4...59.	8.14	6.56	0	0
.......3.69........4.15....2.....47....37856..........9..4....676..9.......21.3..	6.77	6.36	0	0
....2.81.2.........1..934....4.7....5.26.4..3....1.6.....75..81..6.....7.9.......	4.56	4.44	0	0
....358...6.....9...9...7.5.357.4............2...5...1.2.4.8.7....6.7.....8...2..	12.60	7.01	1	1
..76....9..6.3.8...5..72.....9..14..4....965.....4..236....7..879........24....6.	11.35	7.69	1	0
.1.......74..8..2....2.6.....4...9...7.6...5...6.9.2.......1...18.52...7.3.....8.	26.48	12.45	1	0
8...4...3.7.2.3.9.2.9...6.....7.5.....6...1...5.....87..34.69......8......8.9.3..	13.32	7.95	1	0
75......2.24..5.79...47....21.3.98....9...5...............6....3..1...4....7...83	23.66	8.71	1	0
.5..94.6.2.....5.8......39.....7....4..2..7..7.....951.26.47...5.1..8..2.4...5.7.	2.66	2.89	0	0
..8....2.....3...7...15.4..76.....5...1....7.2..6...8..4.87...1.5...3....8......9	6.19	4.25	0	0
4.35.1.8......4.95..6..8.....5...1...6.....3...7...9.....4..8..14.6......7.3.96.4	13.22	7.02	1	0
.5...73....7..8.4.2......5.14.3..2.............28.4.6..8...2..6...5..19...14...7.	12.25	8.72	1	0
........8...283..1.3....59......8..4..9.4.3..1..5..7...92...6..5..87..2.4........	6.80	5.74	0	0
.2.8....4....6.9..8...4.23.......7..67.....1.35.7...2.2....5.6....48.....9.13.4..	10.17	10.79	1	0
.9..2.4...6.....154....38.....8..7..81...........5..9.5.2.9...7...2785..3.......9	9.75	10.58	1	0
1...8..3...3..57..2....6........1..5.........7.5.....8...46....819....4...6.7.35.	6.74	7.31	0	1
.1....69...5....38.....45....23.9.8...1..72...69...1.....4......4.93....8...65...	5.34	5.86	0	1
....9.......6.....179..3...73..6.....5...819..9.1....4....152..8.4...3..3....7...	3.88	4.40	0	0
.9.5.3...1....7...4.....9.8.6.2...84......2.6..8..13.9.85.2....9.2.......1..8...2	19.62	6.41	1	0
..........679.3...5..7..4369.5..87...2.....8...45..2.9276..9..1...1.5.7....6.....	8.84	6.62	1	0
.....2...71.4....85......7.....24...65..1....8....7.262..3.....9....16.5..3.5....	6.21	5.67	0	1
6..8..35.9.1.....6...41.9.....9..1...5.........95.2..3...2...8..8..7.2..7.4......	3.62	4.44	0	1
...47.3.........94....381.5.......27...3.7...25.......7.351....89.......4.1.6....	5.20	6.08	0	0
7.63.........1......2..9.5.....3...5.849..16.2.9.5.....1.5..2......7.........85.4	11.07	8.56	1	0
.51.6...4....1....2..3...5.......82...28.65...3........9...1.453..6.....4...9.18.	11.76	7.27	1	0
..62..1...38...49......3.5....79.....2.8.6......542....1...9.7..63...5....74..8..	4.85	4.16	0	0
89..2..1.............7.8..3..7.4.2...6.3.5.4.95.....7637.....84............6.1...	9.04	6.94	1	0
.....1...3.......2.5683..1.2.....76...57..4.84.8............69...1..3...92..67...	9.66	7.82	1	0
2..3...........31..7..2...8...1..8..85.........3....674....71.....95.....12..4.95	7.74	5.39	0	0
.....76...7...9..23..1.....26.........4...9....1....6.....86..774.9...3...64...5.	3.77	6.88	0	1
..3.5..7.8.9......7......89..87.1...5.......6...6..1..47.5...........6...15.9.2..	3.63	4.80	0	0
7...6.5.4.5.8.....2.65..8........48.9.......1.23........8..12.7.6...7.......4..16	5.97	4.10	0	0
..5..24...4.73....1.......6...4.1.9........2..9.2.5...4.......7.8...3.1...79..3..	24.34	16.26	1	1
6..9.8...3...2...4...1...8..6.....3...98.41...74.......8...5.2.2.......1...7....3	8.47	7.02	1	0
...54..7......82..2.....91...4.1..2.5.....4.6.6....8...47.....9..28......9..5....	3.91	5.04	0	1
..14.57..3...2.9....4....2.6.8.19...4.......9...76...8.3....2....5.....3..95.24..	7.76	7.53	1	0
.6........12..8.9.....35.2.....57....4...6.7.2.7...1..6...4...5......74..38.....9	10.52	6.45	0	0
7.42....3......1....6..95....2..1..6....5...8...3.69..6.54...1...3......4...2...7	11.76	9.13	1	0
...6..49..7......8.......12.1....3....3.7.6...94..2...3..46....5.2..8.......23..6	16.12	6.50	1	0
2...48.5....3.9.........198.7.5...13......2.7392.......21.8.4..7.8.........265...	4.14	3.70	0	0
9..3.2..8..38.59....59..1..8.......7.7.2.1.9.6.2.9...4..........4.....51...1.3...	7.24	6.71	0	0
..5...38....36...9..29.....15...4.....81..96..2....4......5...48....15......4...7	19.38	9.14	0	0
...4....1.2...764.....9.8..8.....5...918.273...2.....9..4.6.....832...1.9....1...	4.50	5.77	0	0
.2.....73...1.....4..7..62..31.8..........7..27.6..9...8..56.1..........9..31.4..	14.52	12.75	1	1
5.46.........5..3.9....1..27...1...4.9.4...8...1..3.........4.8.4..6...9..28..61.	14.76	9.86	1	0
.....79..27..6...5..8..5...3......74..154..3......6....234......9...85....4.....8	16.13	5.30	0	0
.....2.38....97..1...4..26..14...3.2..6....875.....9..2.7..8.....3..6...4...5....	14.08	4.20	0	0
..3..6...6.....3.85..2.9.....9....178.6...2.427....9.....1.5..2..8...4.1...8..6..	17.05	10.35	1	0
1.......2..5...9...6.4.2.7....9.8......367....3.....2.98.....635..6....462.....17	12.57	4.23	0	0
..21...7.63..5..1.......5.8.98.......4.....5.......3..7..8..4...6.57..29.1...9...	4.72	5.44	0	0
24.....5.5.......2...1......5.9.6.1..38...59.....5.3..7..3....16.......4.2.....6.	4.81	5.77	0	0
7.......9..3.4...7.54....3..2.498...............673.2..91...3..3...6.1.2....8...6	23.09	16.71	1	0
.2.5...3...57.84....9...5...1...2.....4...15....8.7.6...2...6....86.32...7...4...	7.16	7.58	1	0
.....4..6.43.1..9..51...8..9....57...8....4.....78.9......926..39...7.8...8.4....	16.79	7.67	0	1
.6.4...8....1....559.2...3623......8.........81.....23.....9..2...6.5..1.8...4.9.	4.11	5.35	0	0
...8.2.9.1.2...3...6..5..1.5....9..2..7...5..2.......7.7..3..6...1.......9.6.4...	3.16	5.19	0	0
.6..9...23..8.7.1.....2...4.7...21398.1....6..9.1........6..5...8.73....6.92.....	12.28	10.69	1	0
.81.2.3....36.14...4.....6....9.3.....2.1.7..19......8.........9.85.62.33.......7	4.97	6.98	0	0
..5...8..28.3.5.94.361.472....7.2....2.....6....9.3....924.758.35.6.8.41..4...2..	3.14	2.25	0	0
...7..4...861...7.9......8.2...7...6...4.3...81..2...5........8.5....13...15.6...	12.88	8.59	1	0
.3.1.8........5..7..537.8..7.....1.2..6...3..5.24.3.69..8...2..4..5..........6.4.	15.89	8.08	1	0
7..5.9...1....48...5.....4...86..5..27....3...9..1...6...4..65......67...4..7.9..	3.73	5.47	0	0
5..........1..392.93.7...6..794.1...............9.815....8...93......58.4.5......	12.18	12.10	1	0
....6.452...4186...........845....9.7.....1.5.......6..7.253....681......9.......	7.88	7.47	1	1
4....3..23.5........92..6...8.....7......2....54....9...81.59....7...8.65..4.8..1	11.70	9.85	1	0
....5..7.87...219..4.1.6....12...3..4.......7..6...24....9.5.2..936...18.6..8....	3.73	2.97	0	0
.51...37...........7.5.8.29.95...24...........1....6..3..7.6.58.....1.....2....6.	6.79	5.48	0	0
.97..3.5.5.......92..9....6..8.75......4...6.4..2............7.6...8.5...19.4...2	19.47	5.93	1	0
...73..5.3..56..9.....24.....8....236.......15.....4...8.1......4...56.7.7..46...	10.45	9.17	1	0
...398......2.1....3.....7.7........54.....89.1.....3...7..53...2.4.3.6....98.15.	5.00	6.56	0	0
.....9.....6.....58.2....9........722...98...7..3....4.516......7....1.89..5.7.6.	17.02	10.79	1	0
........1....9.82...7...6..92.7......83...9.......1.43..93...7..45.6....1........	7.09	5.72	0	0
3.......271..8..35..8...7...526.4.1.............5.3.7...3...9..19..5..8.6.......4	6.25	4.92	0	0
..4..652.6....9...8.2...1..72..5.......6..........2.473.1...6.8........3.698..4..	18.23	8.23	1	0
..83.91...9.4.5.8.7.....9.66.7.3.2.9........132.....6.....83...4.......5....2....	10.85	8.32	1	0
..35..8..61..4...2..4.8....2.5...4..1..2.9..6...........1...7..8..36...5.9.....3.	6.11	5.14	0	0
.9...8.........8..3...7..46..9..12..6.3.....52..85...7.6.3.......1.....3..5.4..7.	18.03	8.92	1	0
.........4..7.596.....9.2..5...........8.2..6..65..4...2..4...3.3...978..1.......	8.25	5.59	0	0
2..1..7.....9....2..4.7..1.....98.....7........1753........69.53.24..1...6.....43	12.51	6.00	1	0
.86...72....3.7...7.......4..4...6..9.......827.....39.1.2.5.4.4.27.93.66.74.81.2	3.64	2.62	0	0
.1.....7.6......34..943.1...2..7.4.3.....5.2..98......78..9.6.....58.......3.....	15.08	7.91	1	0
.453.1.6.....6....9.6...8...34.1.5.6.........6...9.24.7.3..........4.....12....7.	18.53	7.59	1	0
4.1.........648....2...9....9....568.8....1.3..3..5...3.8.5......2..378..54.....6	3.80	5.15	0	0
.2...9..89..5...4.....8..7..1.75.3....34..1.78.....5......43....94......1..69....	3.48	4.37	0	0
1....9..4.963....8.......62..5...2.....6.......81...9.5..2.8...9.3.1....7...4.3..	5.73	3.49	0	0
4......83.....3.......2.....5.....4...71.93..1.38.59.67.......4...5.6....26...5..	9.79	10.17	1	0
...6.1.9...3.8..2..7.....167..5..9...9......54.....83....2.61..249..3.....6.7....	6.92	3.62	0	0
.....17........3.54...6...1..1..39..5...2...6..94..1..9...8....2.3.....4...3.5...	6.34	6.57	0	0
...........37.85...4.925.6..64....8.....7....5.......313..6.7282.7...1...........	4.82	6.75	0	0
..3.8..........2...9.7.4.......2.48.........72...58..152..491..6.....5....481.9..	4.33	5.23	0	0
2.4...1.9....47......9.8.....13.45....31.58.6....8.....1.....6.6.5...4.14.......7	15.56	13.02	1	0
..78......58......46.29.......3...9.2..5.8..4.8...6..7....21.49......87..9....5..	5.07	3.82	0	0
.......3.......5.2..2..846.8..7.3.1..95..6..72.....3....8..5....1..2.......69....	5.95	5.34	0	0
...95....3....7..5.96.8..........58...31.........26.7..2......47.5..31.........27	11.55	9.01	1	0
3..5...2......1..6.5.......2...7..4.7..3.9..1.4..6......2....7.5..9......6...35.8	9.80	8.80	1	0
.4..5..9.5.......68...2........96..8..3..1.2.9.1.....57.....4.3.3.2.........45.1.	8.02	5.62	0	0
8.....2....3..8.....1.36.8....56..41...19.3..2..........26....554....9.......78..	9.24	8.41	1	0
.6...8.....1..7..8....2.1..75........9....85....3.2.76.4..1.5..3...8.4.....7.9.8.	6.75	5.72	0	0
8.96......5.....76...51.2.........47.9.1...5..7..43....8.......1...2....3.....164	11.04	8.18	1	0
..5..9..........524...2.6......9.4....963..2.6.....719..27.5..3.1..62..8.5...124.	2.71	2.89	0	0
.2.5........987.3.7...31..5....4.7...5....426..76...594......8.581.9.....76..89..	4.04	4.16	0	0
..758......53.9...98.4...7.81......4..........6...7..8...8...29..9...6.....1.45..	4.79	4.42	0	0
...9..74..7.8..39.6...........3...62.........85...7..........34.42..9..5..6..2...	7.44	7.37	0	0
.9.1.......7.3..62..3..4.7......9..1.2.....3....7.82....89..4..26..4.8.......1...	8.25	12.75	1	0
..694.3.5.....1....52.6..........18.5...9...3.3...8....8....52....5.....1...394..	4.28	6.87	0	0
....5...2.54..798..7.8.9.6...35.47..4.......5...3..1...8.9......25..38..1........	6.32	4.98	0	0
...6............12....3..6.7.95.....1....3..7.3..94.28.84..7.9.....8.2.6......7.4	4.93	5.69	0	1
..18.6..7..3..1.5...47..2..1.73.4.......9.......5.26.1..2..74...7.4..9..4..6.31..	4.18	3.06	0	0
7........14...9....85.6.1....89.........1...96...74.5.5....12....7...36..6.3...14	12.91	10.29	1	0
9.......8.761.........6.32......3.7....9..5...1.74.....45.8.9.......526.6........	10.82	10.16	1	0
5......38......9....956427............2..94..35.....8...........4.792.5....648...	6.17	6.17	0	0
9.....3...8.....7..7.36..4..9.24.......6.8........1.9....123....4.....86..2......	10.22	8.89	1	0
2....9....7.52...16.3.........2....9..4...587...8.1.....7...6..465............3.8	8.23	5.19	0	0
2..9.......4......83..12.6..5..9.6.3943...8216.2.3..7..7.14..86......7.......8..5	3.27	3.50	0	0
...5.2.....1...5.3.......6..934.7.1..1.....2..2.6.37...7.....4.5.2.....6...8.4...	4.80	5.59	0	1
3..6.5.....1.2......93..7.5...8..4.3.....1.6...3..61..9.4...5..........25..4..9.7	17.90	10.31	1	0
....3..91..8.9.....21...3........5.48..4.......7526......1.....6492..8..1...5.2..	7.61	6.28	1	0
..8.....4...1..7..1....9.6..7...6.5.......2.7..35....1.6..9..2...42..1.99...47.8.	6.39	5.74	0	0
.9....5...7..653.22......467...8....1.2.3..74.486........8...2...34.7.8......64..	4.39	5.00	0	0
62......1......32....19..6...5.89.............96.5.7....3..4..71.76....82..9....3	12.78	6.72	1	0
...1.8.6.4..5.....7...6...986.....5.....2....24......19..4....6.....5..8.8.9.3.1.	4.04	5.61	0	0
.273.864.5..............8...9.....2.3.......82..4.6..18.......9..16.5....6...1.37	9.02	8.02	1	0
8...9...6..51.42..21...6.8........9.4..8.9....3..........4...27..9..36......7...1	7.72	5.96	0	0
..3....4...7.1.....81.32....2...9..8....47.5.....26.19....7...5.7.....6..52....83	7.50	4.68	0	0
4..9....3.268.....9...13.....57..6.2....864.........78..1..72..2......31.63......	10.50	6.22	1	0
...57..921....3.7...962.....83...71..7.............45.25..49.....1.6.5..........4	7.61	5.13	0	0
..18.74..9.......1.2.....6....2.8...4.......85..1.6....76...31..34.1.2......7....	5.60	5.79	0	1
..5..8....2....73..746.3........6..776..8........5.6.1..2.....5...82....8..4....3	6.30	6.11	0	0
...16.....5..7.81...1.......4...627.89..435...........6.3..5.........738.8....4..	10.93	6.95	1	0
...8.3.........78...2...6...7.5.2.46.6.......83.1.9..21.3...9........83....9.4...	8.01	6.02	0	0
...8......53..1...8...........1...84.9......242...36...3....5..97.4.62.1....7....	7.16	5.43	0	0
..5..4....2...13.984.9.2..169....5.7...2.5.......6....1......2....41...3.6.5...8.	2.71	3.60	0	0
..879..........3..5.48.....173..6...4.....1.....3...4..2..7.........1.828.6....5.	8.75	6.78	0	0
....5.1...78.419.......98..4.....5.6...9.6...2.9.....3...3.......51..28...1..5...	7.16	4.74	1	0
.74.....5.....7..6....9..3...3.15.....7.6...8.4.....7......6.84..6....2..9..8..5.	6.79	10.43	1	1
......5....4.....1.1..269.7.....5......3..72...37.8.5.1.2......6...17....59...6..	4.97	5.79	0	0
...48..95....2..41...5.78...19...4...7...4.3.8.....9.2.9...5....8..6...91.32.....	11.10	8.83	1	0
..5....9.3.......794.........782....28.4.9.73....3562.....8...61.......5.2....4..	9.89	5.31	0	0
29......6.......7..5...68.17.6.8.....2.......9.817.......5..42.....9......5..7.9.	9.05	8.05	1	0
27....41...........61..9..7.5.6..7.....4.7.....9..8.5.4..2..96.3..........7....81	7.03	5.90	1	0
.7.6.5.2......7...4.......1.2.....4..1.....7..8.2.3.6.8.51.9.....9.7.4......6....	8.74	6.63	1	0
4...7...3.8.2.4.5...2.357...74....9.9.3...1.5.2....38...9.8.......9.1.3.6........	7.03	6.77	1	1
8...1.......5973...6.4.......7....6..9....4.8.85...19.7.8..........29..4...7.1..5	8.47	4.89	0	0
....4..6.6..9....1.197....5.4.....5....31.2....3...8...8..3.........419.3....5.4.	4.16	6.59	0	0
7...........3.1..2.6.8.71.............4.92..38...3.2.1......8....3..8..9..65...4.	11.41	7.83	1	0
6.9.8.1.31..7.2..4..7...8...........7...2...8..3...91....6.1..........4.46...8.39	8.11	5.73	0	0
52......6.4..5..8..6.183.4..9...8.7...17..4......4......2...3..68.....9....2.7...	25.85	8.33	1	0
........2.3..5.76......4.83.5.8..4...49..7.1...7..2.5.79.4......65.9..4......1...	14.45	22.04	1	0
.7.....2...4.....8....251......8....268..3...1......65....3..7....59...3.16......	11.94	9.44	1	1
9..7...12.3..6....1.......8...41......8...6.....5.9...7.......3.1..9..4.49...3.7.	5.41	5.60	0	0
3....26.88.....92.1....6.7..8.....9.6.1..5...7...1.....4.8....7...........643....	6.11	7.42	0	1
...3.1......4.6.5...6...7..629....75.51...9....4...6....81.3....7..9..6..3.....1.	13.42	5.90	1	0
.63....82........7..95.......81...6...6.9.21.3...58.........8.3.4.3.....2.7.1..9.	11.55	5.95	1	0
.....7....3..8.276.46..21..8.4.......6.....8..9....3.2..38..5...81.29.3....3...6.	9.83	7.30	1	0
....9.3...1....5..5634....1....8.6..3.......7..4........8..3752.79....8.....1....	11.58	5.94	0	0
..7..21...9..47.2.........8...5.........8..4...26.95..45.....91.........3.6...2.5	4.86	6.01	0	0
.......4..15..49.2.6....8.5...3.2.76.....5....3.97.1....1..3..4...5......981..2..	8.97	4.72	0	0
.3.....2...2.......8.1.7.6.8..6.4..946.....53.............7....1..3.6.....48..19.	10.80	6.44	1	0
9..36......57.9...6.7.8.....76.1.9..2.......3..9.3.27.......8.5...4.63......51..7	25.71	8.92	1	0
..9..4.7.8..915....2....3...15......9..7.6..5......28...3..1.9....567......3..4..	5.04	6.01	0	0
8.2.....6.....69.25.1...4......1.......762..9.7..8.2...18..46..7.......8.3..2..9.	22.31	16.22	1	0
9.......48...5.3..7..9.6...26...9..5...1..7.........1.12.7...3.5.....4.8.....8.7.	6.35	5.06	0	1
......8.9........237.8.156.9..2...5...7.392....2.6...1.64........1..8.3....5.....	8.81	5.36	0	0
..6...4..1.4...5.7.2...6.3....6.3....7.9..38....7.2....9.1.....5.2...1.4..7...8..	13.71	6.92	1	0
..5.9.1....7.1.6......76......2.....9..4.8..34.......5.8.....3..7.....1.3.2...4.9	9.55	3.76	0	0
6.......4..3..9.8..4.13...5........1.34..75...2..1........2.....1.7....87.24...6.	9.77	9.71	1	0
7.....1.84.59...3...2..7.9.5.73......2.8.59...8...2..4...5.14..2...8.5.3..8.3...6	6.64	5.39	1	0
.4....5.7.9...5..6....1...2..3.7...8......3...58......4....8.15.8...7..9...2.96..	10.86	6.58	1	0
.......9.....928.3....4.6........3...41..7....59.24..782.7.....9......3..17..5...	6.83	4.64	0	0
7...28....9....1.....1.4.326.......1.......8.1.....4.5.8.3.2.....5.4..6....58...3	10.58	8.35	0	0
..5.84..98..6...14..9...7........17....8.6....7..5......7...9..64......85...3.6..	4.65	4.21	0	0
...1...5..28.........97.4..7...31...8....5..4...82...3..5.87.........29..3...4...	6.37	6.08	1	1
..4......81.9..25....5..9.6..1....699...7...33....65..1.7........8..2..7......8..	8.69	6.84	1	0
.....349....4..75.........1.26.5....7.5.....2....3..791.........746.2....3.9...8.	15.21	10.04	1	0
47.93........6.3.9.....4......8.6..316......52....51.....4...3.9.8......3...9..12	16.23	8.09	1	0
...1.2.6....9..2.5....7..3898...7.....2....4.4..2......3.6...5.8.1.3.6...54......	54.63	12.53	1	0
2..6....4....9.3....6.51.....2...1.9.97....3.4.1...2.....43785...8......7....5...	11.51	9.92	1	0
..9......2.841...56.....8.136...2........4..3...6...988.39.....5....82.9......4..	10.48	6.93	1	0
.8......9....4.8.....7.5.46.61.7.......3....582.........6..9.31...41......2...5..	5.50	4.96	0	0
17..2.....3.7...5...25..8.........9.........6.16........8..716.5.9..2.7.....6..4.	5.30	3.98	0	0
..95...3.81..6..9.......8....54.....1...2...3...3..4.1..2.......7.61...8.9...73..	9.04	10.68	0	0
1....2.8.7..5.6......71...........9...3.......95....48.....7.2...92.8..7.8.1....3	7.34	6.74	0	1
.36.1.97..2........9..3..86...193...4..7.5..1...6.....7......12.6.....5...1...49.	4.08	4.46	0	0
...........39.6...27.....853.46.17.9.9.....6....4.78.1.5.....141.78.53...........	7.78	5.33	1	0
.3.5.7.4...9..2...6...3.......9.8..771.....68...........12.58...4.....5.3..6.9...	15.65	7.58	1	0
1....4..7......3...867.1.....851.6.....4.7.....26.85.4..7..649...3......2..1....6	6.42	5.65	0	1
7....3..6....1.3..1..6..5.9.....9....8.....24...2...7.5.2..6..3..7.4....6..3....1	4.67	5.22	0	0
.2.3...........6.9...4.135...3...18.7.2......59....4.2.5...4.9....9.6.....185....	4.28	5.75	0	0
.541...2.2..6.35..3........7....2.85.6.....1..8...9.6..2....6..4..287......9.....	5.02	6.22	0	1
..4...3..5.......9...9.5......4.8.....1...6...3.....25...8.6...4.81..9.2.9.3.4.7.	4.75	5.91	0	0
.9.6..8..8.1.4.7...3.1.....1.....2.5.4...29.....59....57.48..2.......38...2.....9	8.30	4.53	0	0
63.............78..8..7.3..8.19.......4.17.5......41..4.6...8.....3..62.35.4.....	4.70	3.80	0	0
....6.5...96...8..54.2...3.18.....6.4...36......79.2...2.35...........2.7...4.31.	18.25	10.57	1	0
.5...1.....9..82......5.48.83...2....7.....4....8...7692..1.......6..5..3......1.	8.21	4.63	0	0
..9...5.24.6.1.....386........9..8...7.8.5.2...3..7...6....41......2.3.6..5......	10.51	7.63	1	0
27...8..6.38..7591.1...3.7.9824.1...............7.5129.2.5...6.7958..34.6..2...15	2.11	1.66	0	0
....3...4...19...6.......7..4...5..72.5..1...3..26...........98..9...3..6.1...2..	4.05	7.92	0	0
..5...8......36....9..5.....49.....7.5.1.3....7......518.2....99....1.7....4....6	4.04	4.92	0	0
...4...3....8....2......586.3...62.5..4...6...87......4.6.5...78....3......174...	4.19	4.95	0	1
.6...35....9..7....7..4.....3.45.9..9.....61.2..9.84..42....196....1.........4.2.	13.86	11.06	1	0
.2.....7.8.......5..68.91..14..5..63...4.3..8.......4.7..5.4..95..1.2..6.........	5.51	5.79	0	0
23..4..16.58...23...63.54..8.7...3.231.....79...9.7...56.....41.8.4.1.2..........	2.27	3.65	0	0
..1...7...5.2.783.........5.8.7.5.9.............321.4.5.......4.2.8.4.7...9...6..	8.19	7.16	0	0
7....9..5..5...7.4.......1..9.4...5....3.8......2.7.3..89...46.6.7...9.31....3...	7.61	5.62	1	0
.6.....292..46.8.....2.9..7.89...45..7..5...6..6.......2.8...3.8..9..5..9.5.4....	4.06	4.79	0	1
..985...4.12...........3....6...94.2.........1.3....7....5.....3.....72.8...2.139	21.27	11.15	1	0
.........9.......7.52....8.1.......2.6..3..1.3..8...54.85...26..1.6.2.9....5.7...	5.12	4.17	0	0
.....2.8...4.579..9....6.3.1.........3....82.........668.4...13..7.3.2...5.8.....	8.78	8.48	1	0
4...13.8...1.24..5...7........1...36..7...2.9....5......2.3.4...85..6..2.......6.	7.04	7.19	0	0
.2..3....3.6..91...7...5.......7..5.68.4.2..7....5...8.......6....82.3.1..9....8.	10.11	7.91	0	1
8.243..7.91..5....4...7.....2.8.3.6....16..8....7.....75..4.1...8....64..4....3..	8.01	7.58	1	0
..91.83.583.7.5..6.6.....8..1.4...2.............892.....6...9.8.8.....7.35.....64	14.99	7.44	1	0
..69.....928.....3....27.4...9.5..2.7....8....5.6.....2...8.5........3...8.3.26..	11.98	12.02	1	0
...8.3........12......45..79...3......5.6....731...5...1...97.4........54.6...12.	9.01	6.99	1	0
